,Date,Open,High,Low,Close,Adj Close,Volume,exchange_rate
50,2021-05-13,341.8923,286.299988,277.149994,344.1272922486,344.1272922486,501372,1.2081
51,2021-05-14,350.3547,290.0,285.799988,349.8091504524,349.8091504524,438464,1.2123
52,2021-05-17,351.4184127142,297.25,289.200012,360.40422542839997,360.40422542839997,824420,1.2143
53,2021-05-18,366.5989046664,301.700012,292.299988,359.08234533359996,359.08234533359996,576402,1.2222
54,2021-05-19,357.8726453456,295.350006,289.350006,359.7044453456,359.7044453456,629842,1.2212
55,2021-05-20,362.4291,298.399994,293.899994,364.1375126782,364.1375126782,499980,1.2203
56,2021-05-21,365.64000000000004,301.950012,299.100006,368.01667462560005,368.01667462560005,677856,1.2188
57,2021-05-25,373.31615264159996,304.399994,299.149994,366.87755264159995,366.87755264159995,555295,1.2264
58,2021-05-26,365.6471,299.350006,294.450012,363.2624303252,363.2624303252,515046,1.2229
59,2021-05-27,360.4509,298.350006,293.350006,362.58555,362.58555,578908,1.2198
60,2021-05-28,362.5601272852,299.899994,295.100006,363.4707772852,363.4707772852,315651,1.2142
61,2021-05-31,364.80989999999997,302.899994,297.649994,364.0168423206,364.0168423206,279491,1.2201
62,2021-06-01,367.72798532999997,301.0,296.649994,364.30499999999995,364.30499999999995,456486,1.2225
63,2021-06-02,364.30048462319996,299.149994,295.899994,363.7521,363.7521,290081,1.2186
64,2021-06-03,363.84287037559994,299.850006,295.350006,364.3303796244,364.3303796244,276563,1.2187
65,2021-06-04,361.0866,299.25,295.549988,359.3902272702,359.3902272702,325720,1.2117
66,2021-06-07,360.7249272972,298.649994,293.549988,361.21139999999997,361.21139999999997,281349,1.2162
67,2021-06-08,360.0999273092,297.950012,294.399994,359.4908273092,359.4908273092,388625,1.2182
68,2021-06-09,323.2201,296.75,292.299988,319.68019999999996,319.68019999999996,328017,1.0892
69,2021-06-10,357.73299730440004,294.649994,290.149994,354.6286053912,354.6286053912,446088,1.2174
70,2021-06-11,355.383757275,296.950012,291.549988,357.56624272499994,357.56624272499994,475499,1.2125
71,2021-06-14,359.6658545344,297.0,292.700012,354.8816,354.8816,356227,1.2112
72,2021-06-15,357.4281745296,295.200012,291.600006,354.7644,354.7644,273718,1.2108
73,2021-06-16,356.0818945488,293.950012,289.600006,355.6575472744,355.6575472744,404785,1.2124
74,2021-06-17,349.0975793244,293.5,290.850006,348.3813521622,348.3813521622,492957,1.1937
75,2021-06-18,347.89751286119997,294.200012,286.450012,341.5915871388,341.5915871388,950568,1.1898
76,2021-06-21,340.0826,290.549988,284.950012,344.4822842692,344.4822842692,467966,1.1891
77,2021-06-22,343.7366,290.950012,287.25,345.7585942728,345.7585942728,343727,1.1894
78,2021-06-23,348.3119093412,293.25,288.75,347.3558078294,347.3558078294,328818,1.1951
79,2021-06-24,349.7248,293.799988,291.25,349.128,349.128,407240,1.1936
80,2021-06-25,359.99375000000003,311.350006,299.200012,372.06325717000004,372.06325717000004,1216270,1.195
81,2021-06-28,370.401,312.600006,308.75,369.031357146,369.031357146,422860,1.191
82,2021-06-29,367.9930257344,319.149994,309.5,377.444,377.444,596054,1.1888
83,2021-06-30,376.3662942608,320.5,312.549988,373.03875286959993,373.03875286959993,646415,1.1884
84,2021-07-01,374.64309999999995,320.450012,313.75,373.5141057392,373.5141057392,419685,1.1884
85,2021-07-02,373.01565,318.950012,314.950012,374.31618709379995,374.31618709379995,305370,1.1823
86,2021-07-05,376.44885000000005,318.149994,313.700012,374.07565000000005,374.07565000000005,244854,1.1866
87,2021-07-06,372.60105,315.549988,310.899994,369.4639871028,369.4639871028,359305,1.1838
88,2021-07-07,372.67650000000003,321.950012,313.299988,376.9948079014,376.9948079014,488481,1.1831
89,2021-07-08,374.67269999999996,317.149994,309.600006,370.88452579439996,370.88452579439996,503211,1.1838
90,2021-07-09,372.1633371148,318.450012,313.850006,377.6180242296,377.6180242296,391582,1.1858
91,2021-07-12,376.8343542224,322.450012,317.5,380.56772711120004,380.56772711120004,270200,1.1852
92,2021-07-13,379.12644710639995,321.75,319.299988,380.42929421279996,380.42929421279996,319100,1.1844
93,2021-07-14,379.40145417440004,323.25,318.600006,381.17325417440003,381.17325417440003,313684,1.1812
94,2021-07-15,379.95457500000003,324.100006,315.25,372.98727208540004,372.98727208540004,365907,1.1809
95,2021-07-16,375.8347041624,319.200012,309.100006,368.1043729188,368.1043729188,474426,1.1802
96,2021-07-19,364.86366705960006,310.100006,301.399994,359.39248411920005,359.39248411920005,575105,1.1766
97,2021-07-20,362.14011087,309.700012,303.950012,359.608492935,359.608492935,412825,1.1775
98,2021-07-21,363.7548,310.0,306.299988,363.1662,363.1662,449568,1.1772
99,2021-07-22,365.37823586999997,312.5,308.850006,367.73323587,367.73323587,251865,1.1775
100,2021-07-23,368.1894229398,317.899994,312.100006,373.9552458796,373.9552458796,309925,1.1767
101,2021-07-26,371.2905,316.100006,311.850006,367.75440000000003,367.75440000000003,312113,1.1787
102,2021-07-27,367.291,313.149994,307.850006,364.86996417200004,364.86996417200004,365207,1.181
103,2021-07-28,364.30497083160003,310.850006,307.649994,365.42665000000005,365.42665000000005,323602,1.1807
104,2021-07-29,367.172525,310.200012,306.850006,366.4007871238,366.4007871238,304494,1.1873
105,2021-07-30,363.5078842692,308.549988,304.350006,363.98351713460005,363.98351713460005,490307,1.1891
106,2021-08-02,367.6339657368,318.549988,308.350006,377.61823426320007,377.61823426320007,408387,1.1886
107,2021-08-03,378.83437499999997,324.200012,317.0,383.588375,383.588375,482689,1.1885
108,2021-08-04,386.372075,336.25,324.899994,398.826125,398.826125,891268,1.1861
109,2021-08-05,385.125,325.850006,316.0,374.46000000000004,374.46000000000004,947341,1.185
110,2021-08-06,371.9205,316.0,310.5,366.66637083160003,366.66637083160003,583472,1.1807
111,2021-08-09,364.59099999999995,315.049988,308.450012,368.17809088679996,368.17809088679996,384537,1.1761
112,2021-08-10,367.01582703319997,314.049988,308.0,362.03397703319996,362.03397703319996,373833,1.1722
113,2021-08-11,362.3205740616,309.399994,305.450012,359.8597870308,359.8597870308,419940,1.1718
114,2021-08-12,361.0916470434,314.700012,307.25,366.2568,366.2568,539373,1.1739
115,2021-08-13,372.59756411800004,321.049988,315.549988,375.65643588200004,375.65643588200004,639851,1.1765
116,2021-08-16,372.3483458736,316.399994,311.450012,369.3465,369.3465,360842,1.1772
117,2021-08-17,369.0131270602,314.049988,310.850006,366.77740412040004,366.77740412040004,275059,1.1767
118,2021-08-18,363.9405490676,310.950012,304.600006,359.8961,359.8961,396460,1.1723
119,2021-08-19,354.3888,304.25,297.399994,354.7981670176,354.7981670176,563314,1.1696
120,2021-08-20,353.339525,303.600006,298.299988,352.4642,352.4642,413174,1.1671
121,2021-08-23,358.6879870308,307.899994,305.450012,359.2738870308,359.2738870308,324089,1.1718
122,2021-08-24,363.470407044,309.649994,302.350006,357.952592956,357.952592956,266964,1.174
123,2021-08-25,363.2878659168,310.700012,306.5,359.9431340832,359.9431340832,315840,1.1736
124,2021-08-26,359.776025,307.350006,301.450012,358.9523208796,358.9523208796,351039,1.1767
125,2021-08-27,358.18124088679997,306.600006,302.649994,357.828425,357.828425,247385,1.1761
126,2021-08-30,359.2814591612,305.0,301.700012,356.44919083879995,356.44919083879995,276156,1.1801
127,2021-08-31,358.9252057992,304.200012,297.850006,355.5525442008,355.5525442008,694581,1.1834
128,2021-09-01,356.8143291804,306.450012,300.600006,355.9280541804,355.9280541804,499932,1.1817
129,2021-09-02,356.3276657848,305.299988,299.600006,357.09768421520005,357.09768421520005,264864,1.1846
130,2021-09-03,357.5846542464,303.049988,295.549988,355.0321457536,355.0321457536,413801,1.1872
131,2021-09-06,356.5132,302.149994,299.799988,355.91999999999996,355.91999999999996,200757,1.1864
132,2021-09-07,354.67328576799997,303.399994,297.399994,356.86739288399997,356.86739288399997,280461,1.186
133,2021-09-08,354.9873979038,301.399994,296.899994,351.1436229038,351.1436229038,409351,1.1827
134,2021-09-09,351.1150871028,299.75,294.5,352.47645,352.47645,354343,1.1838
135,2021-09-10,353.9274828954,304.25,298.0,354.1050907908,354.1050907908,450396,1.1841
136,2021-09-13,352.28088586399997,301.25,296.799988,350.396114136,350.396114136,425301,1.178
137,2021-09-14,350.1669529116,297.299988,292.049988,346.7999558232,346.7999558232,508525,1.1814
138,2021-09-15,345.73375290559994,293.600006,283.399994,336.86575290559995,336.86575290559995,835208,1.1824
139,2021-09-16,337.5392991156,287.299988,284.149994,335.71601294219994,335.71601294219994,443625,1.1763
140,2021-09-17,339.14619293199996,288.850006,281.600006,332.608307068,332.608307068,1208464,1.178
141,2021-09-20,324.6289340532,281.399994,274.0,328.2593159468,328.2593159468,764303,1.1711
142,2021-09-21,330.3073129572,283.75,279.600006,331.7158870428,331.7158870428,554986,1.1738
143,2021-09-22,334.2765,287.0,281.100006,333.5141220374,333.5141220374,394626,1.1729
144,2021-09-23,335.517592971,291.0,284.950012,338.68065702900003,338.68065702900003,530122,1.1715
145,2021-09-24,330.768775,282.799988,277.549988,330.4758,330.4758,921126,1.1719
146,2021-09-27,332.80809999999997,287.25,277.700012,325.9062870188,325.9062870188,556021,1.1698
147,2021-09-28,321.145,276.700012,266.450012,311.51065,311.51065,1104101,1.1678
148,2021-09-29,315.2407,272.5,268.25,315.8234,315.8234,660964,1.1654
149,2021-09-30,315.817225,275.700012,271.049988,314.7172061052,314.7172061052,683762,1.1579
150,2021-10-01,313.2,275.350006,266.850006,313.48999999999995,313.48999999999995,530320,1.16
151,2021-10-04,308.354,266.75,261.850006,307.24856603679996,307.24856603679996,733630,1.1636
152,2021-10-05,309.1353039224,268.100006,262.850006,305.94475392239997,305.94475392239997,547329,1.1602
153,2021-10-06,301.2462,263.149994,257.899994,302.2272769252,302.2272769252,673014,1.1542
154,2021-10-07,305.2945961256,267.5,262.700012,308.7054,308.7054,539431,1.1562
155,2021-10-08,308.7766030586,268.200012,261.799988,303.4548561172,303.4548561172,503258,1.1569
156,2021-10-11,303.00730611119997,263.299988,259.399994,302.37075,302.37075,414851,1.1574
157,2021-10-12,298.234556933,261.850006,257.0,300.545556933,300.545556933,409230,1.1555
158,2021-10-13,301.0166769372,265.5,258.700012,303.9071769372,303.9071769372,538446,1.1562
159,2021-10-14,307.22094607759993,270.399994,261.950012,309.7734,309.7734,803779,1.1602
160,2021-10-15,311.5137,275.5,267.850006,318.35887303879997,318.35887303879997,897675,1.1602
161,2021-10-18,316.5571060752,273.299988,269.700012,314.06225303760004,314.06225303760004,530549,1.1604
162,2021-10-19,317.59875,273.399994,267.75,312.761931993,312.761931993,449098,1.1655
163,2021-10-20,310.79901302620004,269.649994,265.049988,312.7168010524,312.7168010524,467061,1.1623
164,2021-10-21,310.76607103559996,276.899994,266.450012,320.6575210356,320.6575210356,600146,1.1637
165,2021-10-22,320.17388604399997,278.899994,273.25,322.44175,322.44175,508520,1.163
166,2021-10-25,323.25958696180004,279.799988,276.649994,321.80921196180003,321.80921196180003,348879,1.1603
167,2021-10-26,324.2583869708,281.899994,278.049988,325.2459239416,325.2459239416,384030,1.1618
168,2021-10-27,324.69515,282.799988,278.899994,324.2885480298,324.2885480298,464781,1.1617
169,2021-10-28,324.14028695580004,285.0,278.899994,329.2991510884,329.2991510884,515450,1.1593
170,2021-10-29,329.145918013,283.850006,279.5,329.902836026,329.902836026,666506,1.1645
171,2021-11-01,327.8889738936,286.25,282.649994,328.8152,328.8152,469451,1.1578
172,2021-11-02,330.68550000000005,286.799988,283.100006,331.4396880382,331.4396880382,442894,1.1603
173,2021-11-03,331.13079999999997,295.350006,286.0,337.6144869468,337.6144869468,556543,1.1578
174,2021-11-04,340.0129030586,296.0,292.450012,340.2442969414,340.2442969414,514607,1.1569
175,2021-11-05,337.9674530886,300.25,293.299988,343.72695308859994,343.72695308859994,526702,1.1519
176,2021-11-08,344.5910469474,298.399994,293.799988,340.4226,340.4226,394564,1.1579
177,2021-11-09,340.7110961076,296.950012,292.899994,342.10035,342.10035,480685,1.1577
178,2021-11-10,324.54862613039995,288.399994,275.200012,328.82509999999996,328.82509999999996,1519004,1.1558
179,2021-11-11,321.968713752,285.149994,279.25,321.682213752,321.682213752,717180,1.146
180,2021-11-12,321.2881131312,284.0,279.350006,321.23088686880004,321.23088686880004,757975,1.1448
181,2021-11-15,319.9170062672,284.0,279.549988,322.6063531336,322.6063531336,354956,1.1444
182,2021-11-16,320.52077364160004,287.149994,281.899994,325.6932,325.6932,403686,1.1368
183,2021-11-17,325.39156642079996,288.0,283.850006,321.9967664208,321.9967664208,331775,1.1316
184,2021-11-18,322.708538614,285.600006,281.700012,320.49625000000003,320.49625000000003,605217,1.1345
185,2021-11-19,321.2235,285.0,278.600006,318.2366917626,318.2366917626,694501,1.1271
186,2021-11-22,319.2801867668,283.100006,278.049988,314.5998235336,314.5998235336,469659,1.1278
187,2021-11-23,310.9735935108,276.850006,271.25,306.0759217554,306.0759217554,688503,1.1259
188,2021-11-24,303.5145167236,272.149994,266.899994,300.7690332764,300.7690332764,661656,1.1206
189,2021-11-25,303.24547346760005,270.450012,267.600006,300.72029846760006,300.72029846760006,496740,1.1223
190,2021-11-26,290.79969145079997,260.649994,252.350006,286.0574917746,286.0574917746,1269912,1.1291
191,2021-11-29,290.69526646879996,260.25,253.449997,286.7486833828,286.7486833828,894071,1.1276
192,2021-11-30,285.77945,258.75,248.399994,290.38146840890005,290.38146840890005,1269345,1.1363
193,2021-12-01,292.4669,263.700012,254.199997,296.03080321159996,296.03080321159996,729061,1.1314
194,2021-12-02,293.3399436068,259.600006,254.399994,290.33508139319997,290.33508139319997,757037,1.1339
195,2021-12-03,293.1143667746,259.950012,246.949997,281.5975332254,281.5975332254,782969,1.1291
196,2021-12-06,283.7551732278,257.549988,250.600006,288.100675,288.100675,584859,1.1287
197,2021-12-07,287.3094,255.25,255.25,287.3094,287.3094,0,1.1256
198,2021-12-08,300.60988144119995,267.0,262.299988,297.16369999999995,297.16369999999995,405021,1.1299
199,2021-12-09,297.7055335732,263.549988,259.0,292.9549,292.9549,357998,1.1311
200,2021-12-10,288.5888,258.0,253.5,287.2360433819,287.2360433819,536142,1.1273
201,2021-12-13,288.1529,256.149994,250.399994,285.4461867668,285.4461867668,452571,1.1278
202,2021-12-14,287.7575016073,254.850006,247.800003,281.1982782146,281.1982782146,464072,1.1309
203,2021-12-15,279.8043866214,253.25,247.649994,282.9014366214,282.9014366214,485629,1.1262
204,2021-12-16,288.1044331984,258.149994,251.600006,285.2137668016,285.2137668016,840470,1.1336
205,2021-12-17,283.25,252.899994,249.100006,286.309096601,286.309096601,840152,1.133
206,2021-12-20,277.87945,247.800003,242.949997,276.1885,276.1885,567953,1.1273
207,2021-12-21,281.923206777,250.100006,245.899994,278.252331777,278.252331777,415105,1.1295
208,2021-12-22,279.1347,250.149994,246.149994,282.1294582194,282.1294582194,400709,1.1301
209,2021-12-23,283.485143214,253.100006,248.449997,284.898893214,284.898893214,361901,1.131
210,2021-12-27,283.2524732128,254.199997,249.850006,286.1370366064,286.1370366064,338999,1.1312
211,2021-12-28,286.2210667986,255.600006,252.350006,288.9405,288.9405,385280,1.1331
212,2021-12-29,287.0962,256.5,252.850006,287.20923678180003,287.20923678180003,302495,1.1303
213,2021-12-30,286.6935265998,254.75,252.100006,286.9768765998,286.9768765998,429988,1.1334
214,2022-01-03,288.814431813,260.149994,253.949997,294.208056813,294.208056813,488053,1.1355
215,2022-01-04,292.972025,262.899994,258.049988,291.56215,291.56215,463148,1.1279
216,2022-01-05,294.294,263.75,259.450012,295.2561217914,295.2561217914,427520,1.1319
217,2022-01-06,290.965218211,257.799988,251.100006,285.986625,285.986625,613520,1.1315
218,2022-01-07,285.2745,252.699997,245.600006,279.56900661059996,279.56900661059996,664124,1.1298
219,2022-01-10,278.59256320919997,248.899994,243.449997,276.44214999999997,276.44214999999997,781165,1.1318
220,2022-01-11,282.66316680159997,258.149994,249.25,288.7846,288.7846,1059329,1.1336
221,2022-01-12,292.209,257.549988,251.399994,288.798,288.798,626174,1.137
222,2022-01-13,289.03953812220004,257.399994,251.699997,293.6820737556,293.6820737556,627250,1.1463
223,2022-01-14,289.6091,255.100006,251.800003,288.8650518682,288.8650518682,537040,1.1447
224,2022-01-17,289.5791815791,256.950012,251.949997,288.0967881582,288.0967881582,445162,1.1403
225,2022-01-18,286.5052384101,258.600006,248.399994,288.9491365899,288.9491365899,726872,1.1367
226,2022-01-19,284.7027715965,258.200012,250.0,287.70920680700004,287.70920680700004,598869,1.1345
227,2022-01-20,292.7471736056,259.950012,253.100006,289.85596319719997,289.85596319719997,647888,1.1338
228,2022-01-21,284.4376131912,255.699997,248.050003,284.3808868088,284.3808868088,867713,1.1348
229,2022-01-24,281.6956766088,251.300003,240.5,272.1438,272.1438,973506,1.1304
230,2022-01-25,274.2067867608,244.149994,235.75,267.8967,267.8967,1063877,1.1268
231,2022-01-26,271.8320883831,247.050003,240.0,274.2566366169,274.2566366169,869656,1.1277
232,2022-01-27,265.273196652,244.550003,237.199997,270.23939330400003,270.23939330400003,824439,1.116
233,2022-01-28,268.64855665859994,242.0,231.550003,263.0238633172,263.0238633172,1132643,1.1138
234,2022-01-31,266.1821666936,243.699997,238.350006,270.2541,270.2541,945998,1.1156
235,2022-02-01,275.08180337799996,245.850006,242.149994,274.4625,274.4625,609224,1.126
236,2022-02-02,277.8098117938,247.699997,244.449997,278.7156382062,278.7156382062,546799,1.1323
237,2022-02-03,278.48205,246.949997,241.100006,273.40335,273.40335,724879,1.1286
238,2022-02-04,278.3459234392,243.800003,239.25,275.2506468784,275.2506468784,702827,1.1464
239,2022-02-07,277.2463365659,242.350006,239.399994,275.2431115659,275.2431115659,513006,1.1447
240,2022-02-08,274.3053565776,241.050003,235.800003,272.7652868448,272.7652868448,763011,1.1408
241,2022-02-09,275.869375,246.050003,241.100006,280.1003215695,280.1003215695,496452,1.1435
242,2022-02-10,281.34220156829997,248.100006,240.800003,277.85330313659995,277.85330313659995,404418,1.1439
243,2022-02-11,274.008,242.350006,235.449997,269.6695365749,269.6695365749,708404,1.1417
244,2022-02-14,260.72063321039997,232.75,226.649994,261.5693332104,261.5693332104,963584,1.1316
245,2022-02-15,260.70810340350005,235.949997,229.5,266.891125,266.891125,675616,1.1345
246,2022-02-16,269.40267317679996,237.800003,232.949997,266.3891,266.3891,468497,1.1372
247,2022-02-17,266.6265,236.149994,229.25,262.135353411,262.135353411,712660,1.137
248,2022-02-18,261.142,233.399994,228.149994,260.4607531876,260.4607531876,642000,1.1354
249,2022-02-21,261.3975934014,231.850006,222.300003,256.23879999999997,256.23879999999997,746251,1.1338
250,2022-02-22,247.36902680520004,224.699997,216.5,252.98331340260003,252.98331340260003,1022805,1.1342
251,2022-02-23,250.75912340320002,224.100006,217.350006,247.18575319360002,247.18575319360002,711585,1.1344
252,2022-02-24,225.6600383022,214.600006,200.550003,234.5904383022,234.5904383022,1532054,1.1163
253,2022-02-25,239.06903327039998,214.350006,208.449997,239.8541667296,239.8541667296,1291124,1.1216
254,2022-02-28,234.33907499999998,212.600006,206.5,237.47479835969997,237.47479835969997,1326889,1.1199
255,2022-03-01,237.02507669720003,214.800003,204.050003,228.0954766972,228.0954766972,1194002,1.1162
256,2022-03-02,223.9524833364,207.449997,200.5,228.22830000000002,228.22830000000002,1288244,1.1106
